mal_id,aired_from,aired_to,duration,episodes,genres,popularity,premiered,rank,rating,score,scored_by,source,status,studios,synopsis,title,title_english,type
10370,2011-04-03,2012-04-01,24 min ,52,"['Adventure', 'Sports']",3309,Spring 2011,4459,PG - Children,6.78,13183,Manga,Finished Airing,"[{'mal_id': 118, 'name': 'SynergySP'}]","In the Cosmos, an unusual event has occurred. Taking a break from their latest triumph over Faust and the Spiral Core, Ginga and Co find themselves saving a boy named Yuki from a mysterious youth named Johannes. Although Yuki is a boy genius and an astronomer, he is a Blader who owns “Anubius”. Yuki says that he has come to tell Ginga and his friends about the voice of the Star Fragment. He witnessed the Star Fragment (a meteor) fall from the sky one day. That single light dwells within Anubius and he says that he heard the voice of the Star Fragment that evening. A great evil is trying to revive the “Black Sun” and ""Nemesis"", the god of destruction, by using the unknown power of the Star Fragment and destroy the world. Ginga and his friends must fight again, just as soon as they get the hang of their new 4D system beys! The episode numbers continue from 103.",Metal Fight Beyblade 4D,Beyblade: Metal Fury,TV
10372,2011-07-06,2011-09-28,24 min ,13,"['Action', 'Seinen', 'Supernatural']",1794,Summer 2011,3387,R - 17+ (violence & profanity),7.05,26823,Manga,Finished Airing,"[{'mal_id': 112, 'name': ""Brain's Base""}]","Kyouhei, after moving away to Tokyo from his old town to get away from the events that happened, is on a goukon with his friends, including his old neighbor, Shiba. After drinking for a whole night, he and Shiba discover a dead, bloody body in the elevator. He is told by his younger sister, Utao with her Kamisama Doll, that Aki, an old friend, and his Doll are the culprits responsible.",Kamisama Dolls,Kamisama Dolls,TV
10378,2011-09-27,2011-12-25,24 min ,12,"['Comedy', 'Shounen', 'Slice of Life']",1636,Fall 2011,1492,PG-13 - Teens 13 or older,7.53,36950,Manga,Finished Airing,"[{'mal_id': 51, 'name': 'Diomedea'}]","After regaining her squid-like abilities, Ika Musume plans to resume her self-appointed mission to destroy all of humanity. However, her carefree job as a waitress in the Lemon beach house meant she cannot help but laze around during her spare time! On top of that, she is saddled with many problems, such as being pursued by a group of alien-obsessed individuals and catching the interest of a crazy girl. Picking up after the conclusion of the first season, Shinryaku!? Ika Musume follows the hilarious life of Ika Musume as she plots her next invasion of the surface world. [Written by MAL Rewrite]",Shinryaku!? Ika Musume,The Squid Girl 2,TV
10379,2011-07-05,2011-09-27,24 min ,13,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",690,Summer 2011,68,PG-13 - Teens 13 or older,8.6,88869,Manga,Finished Airing,"[{'mal_id': 112, 'name': ""Brain's Base""}]","Natsume Yuujinchou San follows Takashi Natsume, a boy who is able to see youkai. Natsume and his bodyguard Madara, nicknamed Nyanko-sensei, continue on their quest to release youkai from their contracts in the ""Book of Friends."" Natsume comes to terms with his ability to see youkai and stops thinking of it as a curse. As he spends more time with his human and youkai friends, he realizes how much he values them both and decides he doesn't have to choose between the spirit and human worlds to be happy. [Written by MAL Rewrite]",Natsume Yuujinchou San,Natsume's Book of Friends Season 3,TV
10396,2011-10-09,2011-12-25,24 min ,12,"['Action', 'Comedy', 'Martial Arts']",493,Fall 2011,2311,PG-13 - Teens 13 or older,7.3,130890,Light novel,Finished Airing,"[{'mal_id': 287, 'name': 'David Production'}]","The supermarket is an important building in any city, for they provide a convenient way to purchase a variety of food in a family-friendly, safe environment. However, these stores changes in the blink of an eye once the unsold bento boxes go on their nightly half-off sales! War breaks out and friends become foes as each person fights for honor, pride, and dinner. There are no longer any people in these supermarkets, only Wolves and Dogs⁠—winners and losers. High schooler You Satou is painfully introduced to these battles after unknowingly stumbling into the war zone, but instead of choosing to avoid these nightly fights, he wants to join in. After seeing Satou's lack of fighting skills, upperclassman and Wolf Sen Yarizui invites him and Hana Oshiroi, a girl who enjoys spectating the brawls, to join her Half-Priced Food Lovers Club to show them the distinction between the Dogs and the Wolves. Together, they learn what it truly means to fight for your food. [Written by MAL Rewrite]",Ben-To,Ben-To,TV
10397,2011-10-05,2011-12-21,24 min ,12,"['Harem', 'Drama', 'Romance', 'School']",1073,Fall 2011,3000,PG-13 - Teens 13 or older,7.14,61223,Visual novel,Finished Airing,"[{'mal_id': 32, 'name': 'Manglobe'}]","When boys suddenly get into places where they've never been allowed before, some girls tend to get upset. So when the decision is made to merge the elite Yuihime Girls' Private Academy and the coeducational Kagamidai Private Academy, everyone wants to take extra care in avoiding trouble while bringing the two Privates together. Therefore, rather than just bringing the Kagamidai boys into the Yuihime girls' school all at once, a plan is concocted in which a group of test males will be inserted into the Girls' Private Academy first. Thus, poor young Shingo finds himself being thrown as a sacrificial lamb to the lionesses of Yuihime, who aren't exactly waiting for him with open arms. Will Shingo manage to survive the estrogen soaked death pit that is Yuihime? Can the girls learn to be more receptive to the boys? And just how long until something involving panties will cause emotions to flare, sparks to fly and the battle of the sexes to explode? (Source: Sentai Filmworks, edited)",Mashiro-iro Symphony: The Color of Lovers,Mashiroiro Symphony: The Color of Lovers,TV
104,2000-04-20,2000-09-28,21 min ,24,"['Adventure', 'Comedy', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",2086,Spring 2000,2564,R - 17+ (violence & profanity),7.24,22921,Manga,Finished Airing,"[{'mal_id': 1, 'name': 'Studio Pierrot'}]","Ceres was a tennyo (Celestial maiden) who came down from the heavens to bathe in a stream. She hung her hagoromo (robe) on a tree nearby, which was her key to returning to the heavens. But the robe was stolen and the man who had stolen it forced her to become his wife, thus producing a family full of human and tennyo blood mixed. Now, in modern day time, Aya Mikage is a descendent of Ceres, and has quite an amount of tennyo blood. On her 16th birthday, she and her twin brother, Aki, are thrown a party. At the ""party,"" Aya's grandpa plans to kill her, for she has tennyo powers unlike the rest of the family, and can actually become Ceres herself and destroy the Mikage family. Aya, however, can switch back, so this transformation happens quite frequently. With protector Yuuhi by her side, it is up to Aya to control Ceres and keep her from coming back, but her relationship with an ex-worker for her evil grandpa may be a distraction.",Ayashi no Ceres,"Ceres, Celestial Legend",TV
10444,2011-04-03,2011-09-25,25 min ,24,"['Action', 'Adventure', 'Fantasy', 'Comedy', 'Shounen']",3399,Spring 2011,2762,PG - Children,7.19,10503,Original,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","Returning to the Digital World, Taiki and Shoutmon learn that the Bagra Army has taken it over and reformatted the world to have Seven Kingdoms, each ruled by a general. (Source: AniDB)",Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Digimon Fusion,TV
10447,2012-01-09,2012-06-25,24 min ,26,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",1400,Winter 2012,2895,PG-13 - Teens 13 or older,7.16,36877,Original,Finished Airing,"[{'mal_id': 41, 'name': 'Satelight'}, {'mal_id': 441, 'name': '8bit'}]","12,000 years after the events in Genesis Aquarion, humans live on the star Vega under constant threat of trans-dimensional beings called Abductors. These enemies originate from Vega’s sister star Altair and raid Vega for human life. As a countermeasure, an organization known as Neo-DEAVA formed to combat the Abductors. They pilot advanced mecha suits called Aquaria and are strictly separated by gender. Boys and girls are not allowed contact; they are even restrained from fighting on the same battlefield. However, events take a shocking turn when an advanced Abductor mecha suit joins the fray. Two teenagers, Mikono and Amata, are dragged into the conflict. Unknowingly, Amata performs a taboo when he summons an Aquaria and initializes what is called the Forbidden Union between male and female Aquaria. Neo-DEAVA is shocked, and the repercussions of Amata’s actions are much farther reaching than he realizes. How was he able to summon an Aquaria? Where did he learn to form a Forbidden Union? And why was Mikono also able to pilot the mecha suit?",Aquarion Evol,Aquarion Evol,TV
10456,2011-10-02,2011-12-25,24 min ,13,"['Action', 'Sci-Fi', 'Fantasy']",909,Fall 2011,3082,PG-13 - Teens 13 or older,7.12,52607,Light novel,Finished Airing,"[{'mal_id': 14, 'name': 'Sunrise'}]","In the far future, humans abandon a devastated Earth and traveled to outer space. However, due to unknown phenomenon that prevents them from traveling into space, humanity returns to Earth only to find it inhospitable except for Japan. To accommodate the entire human population, pocket dimensions are created around Japan to house in the populace. In order to find a way to return to outer space, the humans began reenacting human history according to the Holy book Testament. But in the year 1413 of the Testament Era, the nations of the pocket dimensions invade and conquer Japan, dividing the territory into feudal fiefdoms and forcing the original inhabitants of Japan to leave. It is now the year 1648 of the Testament Era, the refugees of Japan now live in the city ship Musashi, where it constantly travels around Japan while being watched by the Testament Union, the authority that runs the re-enactment of history. However, rumors of an apocalypse and war begin to spread when the Testament stops revealing what happens next after 1648. Taking advantage of this situation, Toori Aoi, head of Musashi Ariadust Academy's Supreme Federation and President of the student council, leads his fellow classmates to use this opportunity to regain their homeland. (Source: Wikipedia)",Kyoukaisenjou no Horizon,Horizon in the Middle of Nowhere,TV
1046,1997-10-02,1997-12-25,24 min ,12,"['Adventure', 'Comedy', 'Fantasy']",4567,Fall 1997,3386,PG-13 - Teens 13 or older,7.05,5572,Manga,Finished Airing,"[{'mal_id': 86, 'name': 'Group TAC'}]","After Junpei botched the second attempt to transport back to Japan, the four embark their journey once again to collect runes imprinted on skin of Elven females by stripping them. Celsia is cursed into the form of another animal this time. (Source: ANN)",Elf wo Karu Mono-tachi II,Those Who Hunt Elves II,TV
